date,name,prices,daily_return,market_caps,global_cap,market_share
2021-04-10,Bitcoin,58152.993262141834,0.0015043187549799164,1085794662404.731,2112710000000.0,51.39345496564749
2021-04-11,Bitcoin,59979.39281571831,0.031406802145909074,1116221525334.3267,2153270000000.0,51.838437601152044
2021-04-12,Bitcoin,59988.02095852983,0.00014385178652998043,1120606689450.4702,2193840000000.0,51.07969083663668
2021-04-13,Bitcoin,59911.020594847316,-0.0012835956654703162,1118532902101.5269,2234410000000.0,50.05942965263881
2021-04-14,Bitcoin,63576.676041048275,0.061184994176450846,1187737045885.1743,2274970000000.0,52.20891026629689
2021-04-15,Bitcoin,62807.12323259299,-0.012104325931705295,1173412921929.8884,2315540000000.0,50.67556258712389
2021-04-16,Bitcoin,63179.772446084695,0.00593323168315929,1179561609816.9358,2261070000000.0,52.16829243751568
2021-04-17,Bitcoin,61497.299569441195,-0.026629929350873494,1149602869702.2644,2206610000000.0,52.098144651853495
2021-04-18,Bitcoin,60273.86667694734,-0.01989409130253572,1125592412523.221,2152140000000.0,52.30107764937323
2021-04-19,Bitcoin,56288.94534001195,-0.06611358382387444,1053618163309.5769,2097680000000.0,50.22778323240804
2021-04-20,Bitcoin,55721.166052695626,-0.010086870235117562,1043148020633.034,2043210000000.0,51.054371338875306
2021-04-21,Bitcoin,56294.728558586925,0.010293440473748916,1055145534127.332,1988740000000.0,53.05598188437563
2021-04-22,Bitcoin,54190.07026283405,-0.037386418757886286,1012699264345.6595,1934280000000.0,52.35536035866883
2021-04-23,Bitcoin,51965.5664304852,-0.041050026721860755,971174701492.849,1973340000000.0,49.21476793116488
2021-04-24,Bitcoin,51191.1246964079,-0.014902978785255483,956744203682.2198,2012400000000.0,47.54244701263267
2021-04-25,Bitcoin,50133.1073963654,-0.020667983098967557,937014999515.3855,2051460000000.0,45.67551887511262
2021-04-26,Bitcoin,48981.4413932161,-0.02297216476217856,915533819859.1393,2090520000000.0,43.79454967468091
2021-04-27,Bitcoin,53978.80554728962,0.10202566547512126,1008389773189.793,2129590000000.0,47.35135745330289
2021-04-28,Bitcoin,54991.81484262107,0.018766797172715677,1027617870421.6592,2168650000000.0,47.38514146688766
2021-04-29,Bitcoin,54810.6138506792,-0.0032950538632057214,1024625833392.2412,2207710000000.0,46.411251178471865
2021-04-30,Bitcoin,53596.70402266675,-0.022147349623186208,1001973605935.3958,2246770000000.0,44.59618055855275
2021-05-01,Bitcoin,57828.511814425874,0.07895649310766273,1082721727348.0433,2285830000000.0,47.3666776334217
2021-05-02,Bitcoin,57812.96915967891,-0.000268771480698593,1080897634123.2937,2320400000000.0,46.58238381844914
2021-05-03,Bitcoin,56600.74528738432,-0.020968026550347907,1057850321948.5465,2354960000000.0,44.92009723938183
2021-05-04,Bitcoin,57200.30029871162,0.010592705242362443,1069571255195.5189,2389530000000.0,44.76073768462915
2021-05-05,Bitcoin,53464.37021950372,-0.06531312003080603,999775008412.3738,2424090000000.0,41.24331227026941
2021-05-06,Bitcoin,57432.100227087576,0.07421260161288568,1070969079353.5304,2458660000000.0,43.559055719519186
2021-05-07,Bitcoin,56507.759439869595,-0.016094497390189866,1056801053574.5111,2430600000000.0,43.47901973070481
2021-05-08,Bitcoin,57361.56904328887,0.015109599316671218,1072831991777.4056,2402530000000.0,44.65425995835247
2021-05-09,Bitcoin,58771.881689509355,0.0245863680115892,1099271802311.4957,2374470000000.0,46.2954597157048
2021-05-10,Bitcoin,58213.926293744385,-0.009493577195854197,1088903483393.3053,2346410000000.0,46.4072128653264
2021-05-11,Bitcoin,55901.66759456145,-0.039720026570882805,1045714370754.1615,2318350000000.0,45.105974971603146
2021-05-12,Bitcoin,56928.97235660158,0.018376996720220973,1064993057463.8884,2290290000000.0,46.50035835915489
2021-05-13,Bitcoin,50004.76218313686,-0.12162893315712164,935512493150.826,2262230000000.0,41.3535534915029
2021-05-14,Bitcoin,49972.795398372444,-0.0006392748084140809,934964766185.9642,2234170000000.0,41.84841646723231
2021-05-15,Bitcoin,49913.26314398822,-0.0011912932608562077,935962705739.4398,2206100000000.0,42.42612328269072
2021-05-16,Bitcoin,46780.902304688214,-0.06275608209112404,875321252276.1078,2096180000000.0,41.75792404641337
2021-05-17,Bitcoin,46585.06413538846,-0.004186284565959153,871695620615.745,1986250000000.0,43.88650072325966
2021-05-18,Bitcoin,43780.82559782485,-0.06019608622655859,819256623328.7307,1876320000000.0,43.66294786223729
2021-05-19,Bitcoin,43091.04144756922,-0.015755393847344368,800545278567.6873,1766390000000.0,45.320981129178
2021-05-20,Bitcoin,37287.39140242737,-0.1346834481177117,697785056487.6051,1656460000000.0,42.125077363027486
2021-05-21,Bitcoin,40437.73009625558,0.08448804207910166,759679496751.2783,1546530000000.0,49.12154932340649
2021-05-22,Bitcoin,37339.63420134628,-0.07661399112993683,698762712553.7339,1436610000000.0,48.63969431882932
2021-05-23,Bitcoin,37520.31767547438,0.004838919234018357,702143968883.5249,1467060000000.0,47.8606170765698
2021-05-24,Bitcoin,34977.527801962424,-0.06777101130926955,654558962027.5841,1497510000000.0,43.70982244042338
2021-05-25,Bitcoin,38642.4422973396,0.10477911749873736,723143072419.7241,1527960000000.0,47.32735624098302
2021-05-26,Bitcoin,38210.80521759389,-0.011170025859763788,715248689989.8947,1558420000000.0,45.8957591656867
2021-05-27,Bitcoin,39406.934244116186,0.031303423722972123,737668726732.3829,1588870000000.0,46.42725501346132
2021-05-28,Bitcoin,38642.89555434217,-0.019388432630688457,723137484747.1467,1619320000000.0,44.65686119773403
2021-05-29,Bitcoin,35710.220936529884,-0.07589168916413536,668521654364.6696,1649770000000.0,40.522112437774325
2021-05-30,Bitcoin,34775.07941347281,-0.02618694308050229,654239808356.6592,1680220000000.0,38.93774674487027
2021-05-31,Bitcoin,35714.75202018067,0.027021436688475342,668664301773.5417,1710680000000.0,39.08763192260047
2021-06-01,Bitcoin,37340.6792659422,0.04552536847638744,699138611681.2975,1741130000000.0,40.15430276207391
2021-06-02,Bitcoin,36680.06820180283,-0.01769145813964612,688726381047.1788,1732970000000.0,39.74254494002659
2021-06-03,Bitcoin,37685.71798174826,0.027416791441407407,704531333543.3906,1724810000000.0,40.846895225757656
2021-06-04,Bitcoin,39151.316183800314,0.038890016710358744,733150718114.4554,1716650000000.0,42.70822346514755
2021-06-05,Bitcoin,36938.72031139185,-0.056513958867211,691747462828.3618,1708480000000.0,40.48905827568141
2021-06-06,Bitcoin,35546.98596483364,-0.03767684247927239,662913486273.3402,1700320000000.0,38.98757212015034
2021-06-07,Bitcoin,35834.4744744042,0.008087563594138869,671131079523.7289,1692160000000.0,39.66120694991779
2021-06-08,Bitcoin,33451.38340714534,-0.06650274916019905,626527049947.8439,1684000000000.0,37.20469417742541
2021-06-09,Bitcoin,33557.15068309184,0.003161820683443173,629018966290.4011,1679040000000.0,37.46301257208888
2021-06-10,Bitcoin,37553.64375851888,0.1190951256013737,705292677171.4633,1674080000000.0,42.1301656534612
2021-06-11,Bitcoin,36903.304906778896,-0.017317596553928505,691681868464.4717,1669120000000.0,41.43991255658501
2021-06-12,Bitcoin,37289.43252210222,0.010463225889895789,698528023663.5321,1664170000000.0,41.97455930965779
2021-06-13,Bitcoin,35666.14977877309,-0.04353197765525063,668148892256.3638,1659210000000.0,40.269097477496146
2021-06-14,Bitcoin,39147.70567879997,0.09761513147962342,733402631079.1185,1654250000000.0,44.33444951362361
2021-06-15,Bitcoin,40624.51305316154,0.03772398276615552,761104314502.2867,1649290000000.0,46.14739157469497
2021-06-16,Bitcoin,40378.20254971114,-0.006063100451889292,756522207420.3483,1611760000000.0,46.93764626373333
2021-06-17,Bitcoin,38321.454656574206,-0.05093708395277852,718016373177.285,1574230000000.0,45.610639689072435
2021-06-18,Bitcoin,38193.619141943964,-0.0033358732275657887,715652442155.1261,1536700000000.0,46.570732228484815
2021-06-19,Bitcoin,35881.11137137543,-0.06054696628707157,673761687974.4922,1499160000000.0,44.94261372865419
2021-06-20,Bitcoin,35581.64226773201,-0.008346149051624119,666901325910.3705,1461630000000.0,45.62723301453654
2021-06-21,Bitcoin,35787.07740523232,0.00577362719670238,670634370556.6146,1424100000000.0,47.091803283239564
2021-06-22,Bitcoin,31711.935467727006,-0.11387188429389594,598335733135.868,1386570000000.0,43.15221973184679
2021-06-23,Bitcoin,32507.738707026845,0.025094754626683757,606580031922.7239,1392300000000.0,43.56676233015327
2021-06-24,Bitcoin,33702.61779371396,0.036756758058622774,631634847766.2311,1398040000000.0,45.18002687807438
2021-06-25,Bitcoin,34675.44910530336,0.028865155743802662,650340461975.8141,1403770000000.0,46.328135091632824
2021-06-26,Bitcoin,31943.136467863093,-0.07879674836056794,598703019611.4526,1409500000000.0,42.47626957158231
2021-06-27,Bitcoin,32023.973901774916,0.002530666767590395,600235334320.8247,1415240000000.0,42.41226465622967
2021-06-28,Bitcoin,34607.293274083386,0.08066829495402783,649262127990.3759,1420970000000.0,45.69147328869546
2021-06-29,Bitcoin,34556.8421269449,-0.0014578183488352936,647741224116.9337,1426710000000.0,45.4010432475369
2021-06-30,Bitcoin,35968.993667970346,0.04086460029645922,674231340724.4149,1432440000000.0,47.06873172519721
2021-07-01,Bitcoin,35171.486304850056,-0.022172078832176312,660200427590.4775,1438180000000.0,45.905271078062384
2021-07-02,Bitcoin,33677.566235922626,-0.042475318102249804,629863895571.7473,1441940000000.0,43.68169934752814
2021-07-03,Bitcoin,33950.786555181,0.008112828502641056,633684390025.5607,1445710000000.0,43.83205414817361
2021-07-04,Bitcoin,34729.89077801021,0.022948046330617755,650382046624.6503,1449480000000.0,44.87002556949046
2021-07-05,Bitcoin,35394.213074080915,0.01912825756686032,663571591568.1959,1453250000000.0,45.66121393897787
2021-07-06,Bitcoin,33928.13421837147,-0.041421428204687194,636061920914.8282,1457020000000.0,43.65498901283635
2021-07-07,Bitcoin,34149.98981477412,0.006538986051361384,640405812761.686,1460780000000.0,43.8399904682215
2021-07-08,Bitcoin,33932.25463831538,-0.006375848942846263,636246944189.2604,1464550000000.0,43.44316986031617
2021-07-09,Bitcoin,32933.578199292395,-0.02943147897679954,617861633771.9894,1445300000000.0,42.749715199058286
2021-07-10,Bitcoin,33971.297749757956,0.03150946867012028,637000370375.4657,1426050000000.0,44.668866475612056
2021-07-11,Bitcoin,33704.53847440508,-0.007852489984865985,632185737683.1548,1406800000000.0,44.93785454102607
2021-07-12,Bitcoin,34299.938016517444,0.017665263168178402,643335853171.1349,1387550000000.0,46.36487716991351
2021-07-13,Bitcoin,33262.6543524462,-0.030241560890626906,623350567666.981,1368300000000.0,45.55657148775714
2021-07-14,Bitcoin,32676.38380096018,-0.017625489092782165,613002045101.37,1349060000000.0,45.43919804170089
2021-07-15,Bitcoin,32878.50187357147,0.006185447993340976,616691143979.958,1329810000000.0,46.374380097905565
2021-07-16,Bitcoin,31726.038833909817,-0.035052176163416715,595342431373.8641,1340900000000.0,44.39871961920085
2021-07-17,Bitcoin,31399.653128682126,-0.01028762862380539,588495008675.5178,1352000000000.0,43.52773732807084
2021-07-18,Bitcoin,31588.6713510167,0.00601975510875663,592581931071.2119,1363100000000.0,43.4731077009179
2021-07-19,Bitcoin,31919.393922554555,0.010469657551051448,597872278369.1111,1374190000000.0,43.507249970463405
2021-07-20,Bitcoin,30928.211908849244,-0.031052657707417608,580252472382.7122,1385290000000.0,41.886714867118954
2021-07-21,Bitcoin,29971.903783612062,-0.030920252617758326,561743228116.5483,1396390000000.0,40.22824770419069
2021-07-22,Bitcoin,32383.78112696872,0.08047127605805993,605357009416.7555,1407480000000.0,43.00999015380364
2021-07-23,Bitcoin,32409.499767175417,0.0007941827455497652,607621607805.3499,1433350000000.0,42.391712268835235
2021-07-24,Bitcoin,33455.55127272261,0.03227607686208844,627747173675.4332,1459220000000.0,43.01936470685936
2021-07-25,Bitcoin,34213.59993217662,0.02265838196102532,642012590040.6406,1485090000000.0,43.23055101311305
2021-07-26,Bitcoin,35456.124660766836,0.036316690761958315,664681184168.7764,1510960000000.0,43.99065390008845
2021-07-27,Bitcoin,37281.91809217662,0.05149444415819282,701921012034.6644,1536830000000.0,45.673302319362875
2021-07-28,Bitcoin,39076.59377063225,0.04813796527363312,732311951673.3547,1562700000000.0,46.86196657537305
2021-07-29,Bitcoin,40031.19824444798,0.02442906051174698,751371299910.5153,1588570000000.0,47.29859558662919
2021-07-30,Bitcoin,39977.75693922764,-0.0013349913958108361,750407963580.4731,1614440000000.0,46.481006638863825
2021-07-31,Bitcoin,41936.261478677225,0.04898985559461999,786531956383.648,1640310000000.0,47.95020187547768
2021-08-01,Bitcoin,41754.16660435275,-0.004342181870862771,784039345926.1898,1666180000000.0,47.056101137103425
2021-08-02,Bitcoin,39914.82975848789,-0.044051576056917785,747403845431.8284,1702450000000.0,43.901662041870736
2021-08-03,Bitcoin,39278.766508103676,-0.015935512044842337,737440183775.5553,1738720000000.0,42.41281999261269
2021-08-04,Bitcoin,38368.35401197897,-0.023178235394354263,720835141114.3336,1774990000000.0,40.61065927776121
2021-08-05,Bitcoin,39751.58457509862,0.03605133967143326,747085951935.0547,1811260000000.0,41.24675374794644
2021-08-06,Bitcoin,40825.381940449704,0.027012693376347485,768416417393.5968,1847530000000.0,41.591552905424905
2021-08-07,Bitcoin,42802.13717474142,0.04841976095104594,803853127161.2805,1883800000000.0,42.67189336242067
2021-08-08,Bitcoin,44647.57760300116,0.04311561408080289,838457486987.6113,1920070000000.0,43.6680687155995
2021-08-09,Bitcoin,43753.217862646314,-0.020031540082809163,821704814136.0109,1937870000000.0,42.40247354755535
2021-08-10,Bitcoin,46311.00189857689,0.05845933535586312,861862844505.6104,1955660000000.0,44.07017807316253
2021-08-11,Bitcoin,45639.51401890709,-0.014499532554713257,854344953098.7552,1973460000000.0,43.291728897406344
2021-08-12,Bitcoin,45652.06012506926,0.00027489570018168763,857660568377.3856,1991260000000.0,43.07124978040967
2021-08-13,Bitcoin,44495.20979327958,-0.025340594238690506,836054770491.896,2009050000000.0,41.61443321430009
2021-08-14,Bitcoin,47717.27052766495,0.07241365417434253,895084141168.7996,2026850000000.0,44.16134105477956
2021-08-15,Bitcoin,47088.85313451467,-0.013169600570215878,886593539912.8141,2044650000000.0,43.36162863633454
2021-08-16,Bitcoin,47025.00323011282,-0.0013559452004373584,882888202377.7089,2070230000000.0,42.64686543899513
2021-08-17,Bitcoin,46031.75754362583,-0.021121650574411066,866391335029.3693,2095820000000.0,41.33901456372061
2021-08-18,Bitcoin,44534.454854219905,-0.03252760201447613,836777066605.9799,2121410000000.0,39.444382114064695
2021-08-19,Bitcoin,45015.46554608543,0.010800866282972832,847143004614.999,2147000000000.0,39.457056572659475
2021-08-20,Bitcoin,46745.03462296988,0.038421663663875005,867650725472.864,2172580000000.0,39.936422385958814
2021-08-21,Bitcoin,49195.87860189616,0.052430038798644274,923013359587.4719,2198170000000.0,41.99008082120454
2021-08-22,Bitcoin,48933.689151311635,-0.005329500316606173,920750216465.3846,2223760000000.0,41.40510740661693
2021-08-23,Bitcoin,49250.54486971799,0.006475206016586688,925630106451.4792,2233510000000.0,41.44284585479712
2021-08-24,Bitcoin,49518.57748790696,0.0054422264545090915,930729196214.2946,2243250000000.0,41.49021269204478
2021-08-25,Bitcoin,47940.6079149608,-0.03186621371204612,902489541307.5308,2253000000000.0,40.05723663149271
2021-08-26,Bitcoin,49002.70376627545,0.02215440933078372,921328247353.5629,2262750000000.0,40.71719135359906
2021-08-27,Bitcoin,47229.070650876114,-0.03619459701364447,887832142450.1957,2272500000000.0,39.068521119920604
2021-08-28,Bitcoin,49083.10330586219,0.03925617483967336,922969799298.9401,2282250000000.0,40.44122244710001
2021-08-29,Bitcoin,48936.537254142204,-0.002986079564013311,920017911098.7555,2292000000000.0,40.14039751739771
2021-08-30,Bitcoin,48907.27073106221,-0.0005980505512271916,919515378468.8468,2301740000000.0,39.94870743302227
2021-08-31,Bitcoin,47124.25422469402,-0.036457084595312605,885729258052.6316,2311490000000.0,38.31854163559572
2021-09-01,Bitcoin,47335.42029920565,0.004481048623173223,890014982634.8986,2321240000000.0,38.342221512420025
2021-09-02,Bitcoin,48823.05520964915,0.03142752089323819,918058330851.4829,2305150000000.0,39.82640309096948
2021-09-03,Bitcoin,49338.78465183332,0.01056323574937279,927323146557.2119,2289050000000.0,40.51126653228247
2021-09-04,Bitcoin,49934.5282762881,0.012074550045339416,937295558515.289,2272960000000.0,41.236781928203264
