date,name,prices,daily_return,market_caps,global_cap,market_share
2018-04-20,Tether,1.0005132586722247,0.000651716070442232,2288314708.8573847,373317000000.0,0.6129682572337677
2018-04-21,Tether,0.9997819775990956,-0.0007309059293223452,2286642166.0685253,381096000000.0,0.600017362047496
2018-04-22,Tether,0.9999889533875758,0.00020702092367907987,2287115548.841868,388876000000.0,0.5881349193166634
2018-04-23,Tether,1.0026592971630954,0.0026703732740982478,2293223001.07827,392479000000.0,0.584291898694776
2018-04-24,Tether,1.001375744829374,-0.0012801480396711362,2290287336.148911,396081000000.0,0.5782371121434532
2018-04-25,Tether,1.0018936953287871,0.000517238910656248,2291471961.87575,399684000000.0,0.5733209139909904
2018-04-26,Tether,1.0008864360542655,-0.001005355437625588,2419283454.765766,403287000000.0,0.5998912572847045
2018-04-27,Tether,1.0004195946359566,-0.0004664279597486054,2418155033.319906,406890000000.0,0.5943019079652747
2018-04-28,Tether,0.9976153396961952,-0.0028030787829399495,2411376754.2521477,410493000000.0,0.5874343178208027
2018-04-29,Tether,0.9990612770135986,0.001449393628854656,2414871788.356529,414096000000.0,0.5831671371750824
2018-04-30,Tether,1.0003177691598195,0.0012576727525430709,2417908906.80563,417698000000.0,0.578865330168119
2018-05-01,Tether,0.9988079548222335,-0.001509334717560873,2414259472.9486885,421301000000.0,0.5730485977836959
2018-05-02,Tether,0.9989892195864863,0.00018148109792037737,2414697615.4085045,424956000000.0,0.5682229725921046
2018-05-03,Tether,0.999034699055493,4.5525485275588196e-05,2314904075.7836905,428612000000.0,0.5400931555308042
2018-05-04,Tether,1.0239439329625994,0.024933302047122075,2372622278.315319,432267000000.0,0.5488788823378419
2018-05-05,Tether,0.9973922722019085,-0.025930775998514344,2261228727.8771443,435922000000.0,0.5187232412856301
2018-05-06,Tether,0.9922094505325346,-0.005196372394115301,2249478541.3388233,439577000000.0,0.5117370884597746
2018-05-07,Tether,0.9924885759626367,0.00028131704445288896,2180637157.6762486,443232000000.0,0.49198549691273386
2018-05-08,Tether,0.9985963659994862,0.006154015456475648,2154112977.8095737,446888000000.0,0.48202524520899503
2018-05-09,Tether,0.9989295809834556,0.00033368335326944276,2104885290.4021575,439356000000.0,0.47908422563983594
2018-05-10,Tether,1.0008221982543084,0.001894645335249301,2108873301.498853,431825000000.0,0.48836294830055066
2018-05-11,Tether,0.9994011946621236,-0.0014198362053353675,2105879046.8329196,424293000000.0,0.4963266061030749
2018-05-12,Tether,1.0027097210763574,0.0033105087645530773,2112850577.8745484,416762000000.0,0.5069681443784578
2018-05-13,Tether,1.0060821479819089,0.0033633132647117314,2220564971.047659,409230000000.0,0.542620279805405
2018-05-14,Tether,1.0008624578925043,-0.00518813508407312,2209044380.0149026,401699000000.0,0.5499252873457248
2018-05-15,Tether,1.001272182935934,0.0004093719773368143,2209948700.880774,394167000000.0,0.5606630440602014
2018-05-16,Tether,0.99865001136649,-0.0026188399259781114,2204161198.988544,385684000000.0,0.5714940726056937
2018-05-17,Tether,1.002801507202543,0.0041571078844451215,2313604285.6077013,377202000000.0,0.6133594958689776
2018-05-18,Tether,1.00145770271821,-0.0013400503236992156,2310503939.435861,368719000000.0,0.62663001891301
2018-05-19,Tether,0.99855597463461,-0.0028975043835841596,2503520439.069979,360237000000.0,0.6949648256758687
2018-05-20,Tether,1.0012895812661484,0.0027375597372383265,2510373975.8253307,351754000000.0,0.7136731851877536
2018-05-21,Tether,1.0010412980555883,-0.0002479634415512022,2509751494.8547044,343272000000.0,0.7311261899760844
2018-05-22,Tether,0.9984498873701723,-0.0025887150614560817,2503254463.359462,334789000000.0,0.7477110847009495
2018-05-23,Tether,0.9973855831953938,-0.001065956527454448,2500586102.9243646,335878000000.0,0.7444923760783274
2018-05-24,Tether,1.0006616552183614,0.003284659491940678,2508799676.8027496,336967000000.0,0.7445238485675896
2018-05-25,Tether,1.0014008480947831,0.0007387041089932378,2510652937.432645,338055000000.0,0.7426758774260535
2018-05-26,Tether,1.0028930642402303,0.0014901287014945641,2514394133.4342055,339144000000.0,0.7413942553706407
2018-05-27,Tether,0.9997727691895181,-0.0031112938776539645,2506571114.360842,340232000000.0,0.736724092490078
2018-05-28,Tether,0.9996686748522018,-0.00010411799613296857,2506310135.19925,341321000000.0,0.7342970796403533
2018-05-29,Tether,1.0041811332304318,0.0045139539646945614,2517623503.770787,342410000000.0,0.7352657643675088
2018-05-30,Tether,0.9991678311220679,-0.0049924281013289384,2505054449.4419956,343498000000.0,0.7292777394459344
2018-05-31,Tether,0.9978797942359612,-0.0012891096430318605,2501825159.5949,344587000000.0,0.7260358514961098
2018-06-01,Tether,1.000784521551417,0.0029108990203372542,2509107720.0010204,345676000000.0,0.7258553443111527
2018-06-02,Tether,1.0020179622993515,0.0012324738456408468,2512200129.6418176,344275000000.0,0.7297073936945225
2018-06-03,Tether,0.9998853245001861,-0.0021283428834664164,2506853306.3740506,342875000000.0,0.7311274681367993
2018-06-04,Tether,1.0013862163024,0.001501063937471292,2510616253.4687796,341475000000.0,0.7352269576012239
2018-06-05,Tether,1.0029627177435758,0.001574319094381993,2514568764.5752807,340075000000.0,0.739415941946712
2018-06-06,Tether,0.999351960493431,-0.0036000911960797355,2505516087.7039967,338674000000.0,0.7398017231036326
2018-06-07,Tether,0.9981728944421716,-0.0011798306281174398,2502560003.084482,337274000000.0,0.7419961227620517
2018-06-08,Tether,0.999269500127054,0.0010986129667398536,2505309347.953915,335874000000.0,0.7459074974406817
2018-06-09,Tether,1.0015252296816877,0.002257378569391788,2510964779.5856833,328163000000.0,0.7651577964565425
2018-06-10,Tether,1.003475810846109,0.0019476106109093116,2515854691.6073446,320451000000.0,0.7850980935017661
2018-06-11,Tether,1.0027009440251886,-0.0007721828593626467,2513911991.7378383,312740000000.0,0.8038344924658944
2018-06-12,Tether,1.00163162686697,-0.0010664367721904267,2511231063.547798,305029000000.0,0.8232761683472056
2018-06-13,Tether,1.0021617481733989,0.0005292577552558075,2512560152.06342,297318000000.0,0.8450750213789342
2018-06-14,Tether,1.0013850423535695,-0.0007750303992793972,2510612841.565553,289606000000.0,0.8669063629778228
2018-06-15,Tether,1.0015814519805015,0.0001961379675399222,2511105268.065577,281895000000.0,0.8907945398341854
2018-06-16,Tether,0.9998523117622709,-0.0017264099837427382,2606755302.0367866,279402000000.0,0.9329766079114633
2018-06-17,Tether,1.0016660597383682,0.0018140158849067056,2611483997.5627456,276910000000.0,0.9430804223620474
2018-06-18,Tether,1.0001464213345308,-0.001517110806603883,2607522086.96877,274417000000.0,0.9502042828865449
2018-06-19,Tether,1.0001249436395556,-2.1474550642830437e-05,2607466091.6036615,271924000000.0,0.9588951661507118
2018-06-20,Tether,1.0008279860339544,0.0007029545646970448,2609299021.795047,269431000000.0,0.9684479595128425
2018-06-21,Tether,0.9986637338041118,-0.002162461741721522,2603656512.487704,266938000000.0,0.9753787443105529
2018-06-22,Tether,1.000195639151115,0.0015339551193753742,2607650404.724129,264446000000.0,0.9860804870272681
2018-06-23,Tether,1.0040637673172705,0.0038673715568671163,2617735157.7296124,265992000000.0,0.9841405597648095
2018-06-24,Tether,1.005239686379734,0.0011711597417813913,2620800943.760991,267538000000.0,0.9795995125032672
2018-06-25,Tether,1.002559811458834,-0.0026659064074072703,2613814133.732479,269084000000.0,0.9713747876991865
2018-06-26,Tether,1.0004024678550811,-0.002151835311066219,2708229882.968458,270630000000.0,1.0007131075521776
2018-06-27,Tether,1.0015085546053313,0.001105641764980403,2711224215.0362363,272176000000.0,0.9961290543751969
2018-06-28,Tether,1.0013577191657372,-0.0001506082388417207,2710815882.3321047,273722000000.0,0.9903536735564202
2018-06-29,Tether,0.9994856527131519,-0.0018695281583738232,2705747935.707918,275268000000.0,0.9829504104029231
2018-06-30,Tether,1.0012491898425435,0.0017644446667186564,2710522078.222563,276814000000.0,0.9791853295796321
2018-07-01,Tether,1.0007549872449517,-0.0004935860149555271,2709184202.4315243,278359000000.0,0.9732698430557389
2018-07-02,Tether,0.998825215275785,-0.0019283161150954742,2703960038.875213,277801000000.0,0.9733442424164107
2018-07-03,Tether,1.0000010612585057,0.001177228973335387,2707143218.975718,277243000000.0,0.9764514231110318
2018-07-04,Tether,1.0005313991109133,0.0005303372895826275,2708578917.972982,276684000000.0,0.9789430968082657
2018-07-05,Tether,1.0046611535347438,0.004127561041562755,2719758742.7928057,276126000000.0,0.9849701740483713
2018-07-06,Tether,1.0032858911572344,-0.001368881809225675,2716035714.524314,275567000000.0,0.9856171872990285
2018-07-07,Tether,1.0089796359709797,0.005675097062491252,2630551517.232334,275009000000.0,0.9565328833719385
2018-07-08,Tether,1.012253466503212,0.003244694358059741,2639086852.8988833,274450000000.0,0.9615911287662173
2018-07-09,Tether,1.0040334797148331,-0.008120482725314182,2617656193.699314,275292000000.0,0.9508653334275294
2018-07-10,Tether,1.0056835106568607,0.0016434023121381092,2621958055.9404225,276133000000.0,0.9495272408369961
2018-07-11,Tether,1.008804106977082,0.0031029606105235086,2630093888.51045,276975000000.0,0.9495780805164545
2018-07-12,Tether,1.0906624398505471,0.08114393300673273,2843510050.80116,277816000000.0,1.0235227815536758
2018-07-13,Tether,1.010523218760076,-0.0734775657090132,2735628176.0751853,278658000000.0,0.9817152839951429
2018-07-14,Tether,1.0621433559649804,0.05108258399865684,2875371132.168638,279499000000.0,1.0287590052803903
2018-07-15,Tether,1.1350801183140795,0.06866941448109376,3072821184.2304983,280341000000.0,1.0961012424977075
2018-07-16,Tether,1.134961877555378,-0.00010416952670888602,3072501089.902076,282188000000.0,1.0888135179036937
2018-07-17,Tether,1.1829578820955602,0.04228864906331653,3202433010.239602,284036000000.0,1.1274743378443586
2018-07-18,Tether,1.1398135580296116,-0.03647156396601392,3085635269.8597736,285883000000.0,1.0793349971351125
2018-07-19,Tether,1.0690635179225323,-0.062071590225145634,2894104981.804781,287730000000.0,1.0058405386316271
