date,name,prices,daily_return,market_caps,global_cap,market_share
2020-11-17,Binancecoin,28.02227380326721,0.015241284451304793,4142983110.0273514,504905000000.0,0.8205470553920741
2020-11-18,Binancecoin,28.496923304737354,0.016938293616087785,4214237524.1577663,516347000000.0,0.8161638441121506
2020-11-19,Binancecoin,28.069265692770117,-0.015007150329668817,4153238203.9986515,527790000000.0,0.7869111207106334
2020-11-20,Binancecoin,28.046442178358358,-0.0008131140536974391,4147358204.585626,539233000000.0,0.769121734868902
2020-11-21,Binancecoin,28.851114684946694,0.02869071597285333,4272178890.3894467,550676000000.0,0.7758062618289968
2020-11-22,Binancecoin,30.45155540675402,0.05547240511446749,4508909727.234483,562119000000.0,0.8021272590384746
2020-11-23,Binancecoin,29.977302281631136,-0.015574019743428202,4442355802.130595,563913000000.0,0.7877732561814668
2020-11-24,Binancecoin,30.89436317605904,0.030591841981386203,4543628008.752998,565707000000.0,0.8031769111488807
2020-11-25,Binancecoin,33.74014404645124,0.09211327173746309,4982769840.406043,567501000000.0,0.8780195700811175
2020-11-26,Binancecoin,31.38573384098398,-0.06978068031440121,4638993020.327642,569296000000.0,0.8148648541931863
2020-11-27,Binancecoin,28.1837367602019,-0.10202078106585055,4160410878.601351,571090000000.0,0.728503542103933
2020-11-28,Binancecoin,28.488120962645503,0.010799994515752864,4205742907.961242,572884000000.0,0.7341351666238265
2020-11-29,Binancecoin,29.11177305406224,0.021891654147161432,4300575783.620462,574679000000.0,0.7483439944073931
2020-11-30,Binancecoin,30.112082957074602,0.0343610092437423,4451872526.18575,576473000000.0,0.7722603705959776
2020-12-01,Binancecoin,31.24495320461204,0.03762178289533713,4628855599.420553,578267000000.0,0.8004703016808072
2020-12-02,Binancecoin,30.13356223771369,-0.03557025544638359,4456593037.752746,575461000000.0,0.7744387608808843
2020-12-03,Binancecoin,30.28595059031463,0.005057097179510306,4485798669.948128,572655000000.0,0.7833335376357716
2020-12-04,Binancecoin,30.651721259347816,0.01207723917868897,4532470312.734571,569848000000.0,0.79538233225958
2020-12-05,Binancecoin,29.155130399136517,-0.04882567107890834,4313659353.384783,567042000000.0,0.7607301316983192
2020-12-06,Binancecoin,29.723248921747913,0.01948605665053793,4395591397.934824,564236000000.0,0.7790341980899524
2020-12-07,Binancecoin,29.486254405064596,-0.007973371864806955,4358178089.7922735,561430000000.0,0.7762638422941904
2020-12-08,Binancecoin,29.354914757958692,-0.0044542669035421145,4341263148.865393,558624000000.0,0.7771350942432463
2020-12-09,Binancecoin,27.667851740939597,-0.057471228614680236,4099895788.270019,568020000000.0,0.7217872237368436
2020-12-10,Binancecoin,28.195810636033865,0.019082034269869208,4167230661.076464,577416000000.0,0.7217033579042604
2020-12-11,Binancecoin,27.69850463380029,-0.017637584840282106,4097433907.2959285,586812000000.0,0.6982532578229362
2020-12-12,Binancecoin,27.38615040178182,-0.011276934843526099,4051182427.359371,596208000000.0,0.6794914572362952
2020-12-13,Binancecoin,28.159466955082408,0.02823750479549969,4163931310.434167,605604000000.0,0.6875666789575642
2020-12-14,Binancecoin,29.050455885619403,0.03164083084236724,4284844712.4802995,615000000000.0,0.6967227174764714
2020-12-15,Binancecoin,29.970133365239445,0.03165793622107316,4423709692.446076,624396000000.0,0.708478224147188
2020-12-16,Binancecoin,29.52575816379816,-0.014827268068039023,4363659616.569024,626202000000.0,0.6968453656438376
2020-12-17,Binancecoin,30.447252032239604,0.031209829171170878,4502642498.3104515,628008000000.0,0.716972156136618
2020-12-18,Binancecoin,30.151922995708784,-0.009699694284991844,4458380241.204621,629814000000.0,0.7078883989883713
2020-12-19,Binancecoin,30.953680574171166,0.02659059518613427,4575748263.384468,631620000000.0,0.7244463860207827
2020-12-20,Binancecoin,33.28571226126745,0.07533939886432162,4916865111.165444,633426000000.0,0.7762335475912647
2020-12-21,Binancecoin,34.189928969618464,0.027165310486781946,5051713693.403217,635232000000.0,0.7952549137013275
2020-12-22,Binancecoin,32.303139741057095,-0.05518552642323393,4777115837.70322,637037000000.0,0.7498961344008622
2020-12-23,Binancecoin,33.50989058105248,0.03735707580342762,4945772817.2023,651063000000.0,0.7596458126482845
2020-12-24,Binancecoin,31.298017131206112,-0.06600658526462122,4660064269.514709,665088000000.0,0.700668824202919
2020-12-25,Binancecoin,32.49695050936928,0.03830700753779559,4814447228.089379,679113000000.0,0.7089316841364219
2020-12-26,Binancecoin,33.15766052669594,0.02033144670408915,4899865020.948586,693138000000.0,0.7069104595258933
2020-12-27,Binancecoin,33.51240176627666,0.010698620890189359,4954948231.448557,707163000000.0,0.700679791144129
2020-12-28,Binancecoin,33.49744381518995,-0.0004463407663535257,4973685729.749473,721188000000.0,0.6896517592846071
2020-12-29,Binancecoin,35.916069082572335,0.07220327857630782,5302039004.723987,735213000000.0,0.7211568626675516
2020-12-30,Binancecoin,38.83756963362207,0.08134243600916058,5722427540.454511,749238000000.0,0.7637663253137869
2020-12-31,Binancecoin,38.1509269709647,-0.017679856621690804,5644561342.625012,763263000000.0,0.7395303247537235
2021-01-01,Binancecoin,37.39459108952269,-0.01982483628818843,5507755823.482548,846122000000.0,0.6509410963764738
2021-01-02,Binancecoin,37.907080194787994,0.01370489930050045,5584591445.479913,883433000000.0,0.6321465742710441
2021-01-03,Binancecoin,38.3407827710088,0.011441202382040272,5664992538.860413,920743000000.0,0.615263166688252
2021-01-04,Binancecoin,41.073833461872894,0.0712831218701846,6162622121.465481,958053000000.0,0.643244384336303
2021-01-05,Binancecoin,39.96291375628447,-0.02704689608822708,5860212415.082251,995363000000.0,0.5887512811991455
2021-01-06,Binancecoin,41.70002777344284,0.04346815219110978,6146043355.419785,1032670000000.0,0.5951604438416711
2021-01-07,Binancecoin,42.18286284478925,0.011578770977555664,6213203841.025946,1069980000000.0,0.5806841100792487
2021-01-08,Binancecoin,43.399503661775,0.028842063694499487,6360257240.65883,1107290000000.0,0.5743985081287494
2021-01-09,Binancecoin,42.46668009933768,-0.021493876282712487,6257342788.151831,1095530000000.0,0.5711703730752996
2021-01-10,Binancecoin,44.009471856745336,0.036329464742682394,6535325408.396228,1083770000000.0,0.6030177443919124
2021-01-11,Binancecoin,42.58410098557694,-0.0323878204175706,6321067625.073282,1072010000000.0,0.5896463302649493
2021-01-12,Binancecoin,38.45392552379035,-0.09698867338271289,5708211117.642347,1060240000000.0,0.5383885834945246
2021-01-13,Binancecoin,38.11427219614462,-0.008832734838361334,5655761600.931015,1048480000000.0,0.5394248436718884
2021-01-14,Binancecoin,40.22565374012507,0.05539608714328348,5950937294.099859,1036720000000.0,0.5740158667817596
2021-01-15,Binancecoin,41.76107527446097,0.03817020710851304,6162213630.697031,1024960000000.0,0.6012150357767162
2021-01-16,Binancecoin,41.00211347628559,-0.018173904603446034,6085115283.863143,1014450000000.0,0.5998437856831922
2021-01-17,Binancecoin,43.228026040119325,0.05428775190140245,6408266290.294945,1003950000000.0,0.6383053230036301
2021-01-18,Binancecoin,45.611289376230275,0.05513236560695778,6811733847.335682,993446000000.0,0.6856672478761485
2021-01-19,Binancecoin,45.26255345762477,-0.007645824605590823,6697976479.659836,982942000000.0,0.6814213330654134
2021-01-20,Binancecoin,42.9091445016058,-0.05199461312367737,6375499623.76684,972438000000.0,0.6556201653747427
2021-01-21,Binancecoin,42.516660637481856,-0.009146858290527304,6266849381.663175,961934000000.0,0.6514843410944176
2021-01-22,Binancecoin,38.76373900578527,-0.08826943545016053,5774109832.68915,951430000000.0,0.606887509610707
2021-01-23,Binancecoin,40.76713000700509,0.05168208879233327,5972297132.161497,965637000000.0,0.6184826318959916
2021-01-24,Binancecoin,40.77664235619435,0.0002333337958209114,6025125570.096895,979843000000.0,0.6149072422925811
2021-01-25,Binancecoin,41.84754636819086,0.026262682509312407,6175849056.405198,994050000000.0,0.6212815307484733
2021-01-26,Binancecoin,41.43889066736872,-0.009765344357985373,6118277883.105456,1008260000000.0,0.606815492343786
2021-01-27,Binancecoin,41.53699697144749,0.002367493494608297,6125248409.288884,1022460000000.0,0.5990697346878004
2021-01-28,Binancecoin,41.0620061062751,-0.011435368461973905,6046117020.91682,1036670000000.0,0.5832248469538831
2021-01-29,Binancecoin,42.39337274825129,0.03242332190323083,6283476043.155616,1050880000000.0,0.5979251715853015
2021-01-30,Binancecoin,42.73677104822648,0.008100282608190401,6337205523.632562,1065080000000.0,0.5949980774808054
2021-01-31,Binancecoin,44.6166614363188,0.043987656109324424,6604362183.837016,1079290000000.0,0.6119172959850473
2021-02-01,Binancecoin,44.248361111646936,-0.008254771038786468,6522941333.935256,1093490000000.0,0.5965250101907887
2021-02-02,Binancecoin,51.466236533833346,0.16312187029875203,7583767269.190991,1139550000000.0,0.6655054424282385
2021-02-03,Binancecoin,50.912193432972956,-0.0107651761266081,7569477058.56905,1185610000000.0,0.6384457839060947
2021-02-04,Binancecoin,52.31846242135783,0.027621457524438675,7735129472.072181,1231670000000.0,0.6280196377334984
2021-02-05,Binancecoin,55.7736236256377,0.06604095465292903,8333210382.439513,1277730000000.0,0.6521886769849274
2021-02-06,Binancecoin,68.33895660447845,0.2252916730528658,10106500512.436033,1323790000000.0,0.7634519457342958
2021-02-07,Binancecoin,72.63187897909684,0.06281808485113838,10648242256.756302,1369850000000.0,0.7773290693693691
2021-02-08,Binancecoin,68.25050171789643,-0.060323060931156025,10133846849.962713,1415910000000.0,0.7157126406313051
2021-02-09,Binancecoin,79.49801888923349,0.16479757493691483,11666342815.764996,1430390000000.0,0.8156057310079765
2021-02-10,Binancecoin,107.73553377385184,0.3551977178697039,16042189486.944416,1444870000000.0,1.1102860109867612
