date,name,prices,daily_return,market_caps,global_cap,market_share
2019-08-15,Fetch-Ai,0.06872859578345315,-0.10189230518958659,21607913.44640454,269814000000.0,0.00800844783680778
2019-08-16,Fetch-Ai,0.07154518449775243,0.04098132199839588,22421712.177341297,270205000000.0,0.008298037481668102
2019-08-17,Fetch-Ai,0.06697982467118756,-0.06381086104695555,21073713.365416687,270596000000.0,0.0077878879826075356
2019-08-18,Fetch-Ai,0.06648593984618406,-0.0073736356795205404,20904710.068107907,270988000000.0,0.007714256744987935
2019-08-19,Fetch-Ai,0.06691703086658055,0.006483942641012819,21072933.106061514,271379000000.0,0.007765130354987495
2019-08-20,Fetch-Ai,0.06942726085521295,0.03751257275053499,21918364.684217867,271770000000.0,0.008065042015019269
2019-08-21,Fetch-Ai,0.06747449563483507,-0.028126778967274446,21252081.376217354,272161000000.0,0.00780864318407757
2019-08-22,Fetch-Ai,0.06362808687215128,-0.05700537257069915,20003199.282868672,272552000000.0,0.007339223077749813
2019-08-23,Fetch-Ai,0.06501922922813706,0.02186365211295782,22087687.655310646,271860000000.0,0.00812465521051668
2019-08-24,Fetch-Ai,0.06541763717193504,0.006127540245056684,22240919.438284516,271167000000.0,0.008201927018510555
2019-08-25,Fetch-Ai,0.0669731263255271,0.023777825382225615,22779599.148402162,270474000000.0,0.008422103103589314
2019-08-26,Fetch-Ai,0.06256163171910724,-0.06586962336172741,21279112.729319114,269782000000.0,0.007887521305839201
2019-08-27,Fetch-Ai,0.060531426628077104,-0.032451281004713284,20561117.01090343,269089000000.0,0.007641009855811063
2019-08-28,Fetch-Ai,0.06046314898689408,-0.0011279701303347212,20558551.334442183,268396000000.0,0.007659783057289297
2019-08-29,Fetch-Ai,0.05213974708422226,-0.13766074116444038,17729067.415259518,267704000000.0,0.006622638218054089
2019-08-30,Fetch-Ai,0.050013408638290534,-0.04078152589610795,17013375.71039422,267011000000.0,0.00637178831972998
2019-08-31,Fetch-Ai,0.051769074333746216,0.03510389999916019,17609691.204304248,266318000000.0,0.0066122797573968895
2019-09-01,Fetch-Ai,0.05058613404063525,-0.02285032731094927,17201180.574239742,265626000000.0,0.006475714189966246
2019-09-02,Fetch-Ai,0.04918537474658412,-0.027690578072756433,16723073.061005382,265788000000.0,0.006291884156171604
2019-09-03,Fetch-Ai,0.04940632505590311,0.004492195301090796,16794519.386964045,265950000000.0,0.0063149161071494805
2019-09-04,Fetch-Ai,0.049471472145796766,0.0013185981717915851,16851762.330363695,266112000000.0,0.006332582645789628
2019-09-05,Fetch-Ai,0.04927878101351732,-0.003894994911644578,16759117.80049869,266274000000.0,0.006293936997415704
2019-09-06,Fetch-Ai,0.052172761295126206,0.058726701880370324,17752177.793762043,266436000000.0,0.00666283002062861
2019-09-07,Fetch-Ai,0.04975964558600716,-0.04625240545480713,16925497.32890331,266599000000.0,0.006348672473979014
2019-09-08,Fetch-Ai,0.05147169199732686,0.03440632245582442,17507591.563660204,266761000000.0,0.006563025166220027
2019-09-09,Fetch-Ai,0.05352480807614876,0.039888257004034866,18197544.714355055,266840000000.0,0.0068196464976596665
2019-09-10,Fetch-Ai,0.05221632954210603,-0.02444620692859245,17768582.42248044,266920000000.0,0.006656894358789315
2019-09-11,Fetch-Ai,0.052337147129599894,0.002313789355807394,17801509.8867839,266999000000.0,0.006667257138335312
